image,question,answer
image2682,"Does the nucleus cast in the tubular lumina, and in the arterial wall producing luminal narrowing?",no
image2682,Are apoptosis seen mainly in the glomerular capillary tuft?,no
image2682,"What casts in the tubular lumina, and in the arterial wall producing luminal narrowing?",amyloid
image2682,Are the amyloid deposits seen mainly in the glomerular capillary tuft?,yes
image2682,Is p-component also present in peritubular connective tissue producing atrophic tubules?,no
image2682,Are the deposits also present in peritubular connective tissue producing atrophic tubules?,yes
image2682,"Does amyloid cast in the tubular lumina, and in the arterial wall producing luminal narrowing?",yes
image2683,Are bile duct cells and canals of hering typical?,no
image2683,"Is necrotic debris,  present in the gland lumen,  typical?",yes
image2684,"Are bite cells similar to the one in this smear seen at this stage,  associated with regeneration and repair?",no
image2684,"Is the healing stage marked by resorption of hyaline membranes and thickening of alveolar septa by inflammatory cells,  fibroblasts,  and collagen?",yes
image2684,"Is the right ventricle marked by resorption of hyaline membranes and thickening of alveolar septa by inflammatory cells,  fibroblasts,  and collagen?",no
image2684,"Are numerous reactive type II pneumocytes seen at this stage,  associated with regeneration and repair?",yes
image2685,Are previous episodes of rheumatic valvulitis cut in cross-section?,no
image2685,Are glands cut in cross-section?,yes
image2685,Does Movat produce a serrated architecture when glands are cut in cross-section?,no
image2685,What are cut in cross-section?,glands
image2685,Does epithelial crowding produce a serrated architecture when glands are cut in cross-section?,yes
image2686,Does the acute t cell-mediated rejection stain show C4d deposition in peritubular capillaries and a glomerulus?,no
image2686,Does the immunoperoxidase stain show C4d deposition in peritubular capillaries and a glomerulus?,yes
image2687,Does the left ventricular wall show several multinucleate giant cells?,no
image2687,Does the granuloma in the center show several multinucleate giant cells?,yes
image2688,Is uppurative diseases thickened?,no
image2688,How many strictures does the lumen show?,two
image2688,Does microscopy of intestine show caseating epithelioid cell granulomas in the intestinal wall?,yes
image2688,Does the deposits show characteristic transverse ulcers and two strictures?,no
image2688,Does the lumen show characteristic transverse ulcers and two strictures?,yes
image2688,What shows characteristic transverse ulcers and two strictures?,lumen
image2688,Does the margin show stricture and a lymph node in section having caseation necrosiss?,no
image2688,Does the external surface of small intestine show stricture and a lymph node in section having caseation necrosiss?,yes
image2688,Does a few fibre cells and caudate cells show caseating epithelioid cell granulomas in the intestinal wall?,no
image2688,Is the wall of intestine in the area of narrowed lumen thickened?,yes
image2689,"Are the histological features present: transmural chronic inflammatory cell infiltration, deep fissures into the bowel wall, submucosal widening due to oedema, some prominent lymphoid follicles and a few non-caseating epithelioid cell granulomas in the bowel wall?",yes
image2690,Are acidophilic councilman bodies indicative of more severe liver cell injury?,yes
image2690,Are the tiny silica particles indicative of more severe liver cell injury?,no
image2690,"Is normal non-activated platelet, having open canalicular system and the cytoplasmic organelles seen as ballooning degeneration while acidophilic councilman bodies are indicative of more severe liver cell injury?",no
image2690,Is mild degree of liver cell necrosis seen as ballooning degeneration while acidophilic councilman bodies are indicative of more severe liver cell injury?,yes
image2691,What overlies white fibrous scar?,thrombus
image2691,Did the areas of white chalky deposits overlie white fibrous scar?,no
image2691,Are numerous friable mural thrombi super-imposed on advanced atherosclerotic lesions of the more proximal aorta (left side of photograph)?,yes
image2691,Are Margin P also super-imposed on advanced atherosclerotic lesions of the more proximal aorta (left side of photograph)?,no
image2691,Does thrombus in the left and right ventricular apices overlie white fibrous scar?,yes
image2692,"Does the right axon,  by contrast,  show a segment surrounded by a series of thinly myelinated internodes of uneven length flanked on both ends by normal thicker myelin internodes?",yes
image2692,Does this full-thickness histologic section show a segment surrounded by a series of thinly myelinated internodes of uneven length flanked on both ends by normal thicker myelin internodes?,no
image2692,Is a normal axon with a long thick dark myelin internode flanked by nodes of Ranvier?,yes
image2692,"Is endometrioid type,  grade 3,  flanked by nodes of Ranvier?",no
image2692,Do the histone subunits allow for examination of individual axons of peripheral nerves?,no
image2692,Do fiber preparations allow for examination of individual axons of peripheral nerves?,yes
image2693,How many forms of arteriolosclerosis is seen in hypertension?,three
image2693,Is diagrammatic representation of three forms of arteriolosclerosis seen in hypertension?,yes
image2693,Is ziehl-neelsen or afb seen in hypertension?,no
image2694,"Are acute tubular epithelial cell injury with blebbing at the luminal pole,  detachment of tubular cells from their underlying basement membranes,  and granular present within the colon wall?",no
image2694,Are areas of chalky necrosis present within the colon wall?,yes
image2695,Is paler trabeculae seen lying within a clear space created by retraction of its cytoplasms?,no
image2695,A distinctive lacunar cell with a multilobed nucleus containing many small nucleoli is seen lying within a clear space created by retraction of whose cytoplasms ?,its
image2695,Is a distinctive lacunar cell with a multilobed nucleus containing many small nucleoli seen lying within a clear space created by retraction of its cytoplasms?,yes
image2696,Does strands show apple-green birefringence?,no
image2696,Is apple-green birefringence shown in this figure?,yes
image2696,What is extensive in the space of Disse causing compression and pressure atrophy of hepatocytes?,deposition
image2696,Is the deposition extensive in the space of Disse causing compression and pressure atrophy of hepatocytes?,yes
image2696,Is the surrounding zone extensive in the space of Disse causing compression and pressure atrophy of hepatocytes?,no
image2696,Does  congo red staining show congophilia which under polarising microscopy?,yes
image2696,Does m phase show congophilia which under polarising microscopy?,no
image2697,Do the lipofuscin pigment granules show apple-green birefringence?,no
image2697,Are the amyloid deposits mainly in the glomerular capillary tuft stain red-pink Congophilia?,yes
image2697,Did apoptosis stain red-pink Congophilia?,no
image2697,Do the congophilic areas show apple-green birefringence?,yes
image2697,Do apoptosis show apple-green birefringence?,no
image2697,Do the figure show apple-green birefringence?,no
image2698,Are the tumor cells positive for the stem cell marker CD34 and the myeloid lineage specific markers CD33 and CD15 subset?,yes
image2698,Is the glomerulus result for the AML shown in the figure?,no
image2698,Are genes that encode several proteins involved in antigen processing positive for the stem cell marker CD34 and the myeloid lineage specific markers CD33 and CD15 subset?,no
image2699,Is weight of the heart increased?,yes
